name,position,height/m,nationality,injury_history,apparence
Elia Caprile,Goalkeeper,1.91,Italy,"[-1, 42, 590, 9]","(214, 19254)"
Alen Sherri,Goalkeeper,1.97,Albania,[-1],"(218, 19740)"
Giuseppe Ciocci,Goalkeeper,1.93,Italy,"[-1, 119, 309, 8, 0, 62, 271, 152, 252, 16, 71, 206, 117, 53]","(120, 10703)"
Sebastiano Luperto,Centre-Back,1.91,Italy,"[-1, 38, 431, 3, 374, 7, 24, 7, 18, 14, 49, 13, 230, 35]","(328, 26967)"
Yerry Mina,Centre-Back,1.95,Colombia,"[-1, 39, 82, 25, 249, 71, 283, 83, 99, 30, 29, 48, 161, 14, 34, 9, 29, 6, 137, 29, 13, 62, 159, 23, 224, 40, 70, 63, 117, 87, 291, 6, 21, 47, 137, 4, 11, 5, 126, 15, 35, 3, 107, 5, 100, 22]","(349, 27137)"
Adam Obert,Centre-Back,1.88,Slovakia,"[-1, 16, 895, 13, 54, 5, 91, 13]","(173, 12725)"
José Luis Palomino,Centre-Back,1.88,Argentina,"[-1, 15, 101, 15, 116, 4, 11, 4, 63, 15, 333, 4, 280, 12, 89, 12, 409, 7, 34, 18, 329, 19, 22, 8, 54, 120, 16, 5, 33, 72, 33, 22]","(413, 31261)"
Tommaso Augello,Left-Back,1.8,Italy,"[-1, 8, 714, 14]","(462, 36719)"
Gabriele Zappa,Right-Back,1.87,Italy,"[-1, 14, 1226, 9, 1126, 13]","(293, 21958)"
Matteo Prati,Defensive Midfield,1.85,Italy,"[-1, 24]","(98, 6983)"
Antoine Makoumbou,Defensive Midfield,1.87,Congo,"[-1, 6, 2109, 22, 86, 3]","(179, 13486)"
Răzvan Marin,Defensive Midfield,1.78,Romania,"[-1, 28, 1174, 6, 216, 10, 411, 42, 215, 17, 22, 6]","(386, 26868)"
Michel Adopo,Central Midfield,1.87,France,"[-1, 218, 865, 5, 496, 22, 138, 8, 25, 8]","(165, 10131)"
Alessandro Deiola,Central Midfield,1.9,Italy,"[-1, 19, 234, 11, 128, 17, 357, 8, 86, 42, 54, 5, 218, 40, 9, 75, 7, 15, 107, 13, 56, 8, 277, 7, 323, 69]","(322, 19864)"
Nadir Zortea,Right Midfield,1.87,Italy,"[-1, 1, 268, 14, 24, 23, 225, 18, 484, 26, 159, 28, -16, 4]","(245, 16764)"
Jakub Jankto,Left Midfield,1.84,Czech Republic,"[-1, 7, 830, 5, 205, 6, 84, 7, 643, 81, 179, 16, 117, 33, 77, 16, 7, 8, 205, 13, 90, 4, -1, 5, 111, 33, 77, 5, 34, 40, 63, 11, 95, 7, 15, 8]","(279, 18166)"
Gianluca Gaetano,Attacking Midfield,1.83,Italy,"[-1, 4, 92, 3, 98, 5, 48, 71, 0, 9, 201, 22, 321, 7, 90, 9]","(291, 17928)"
Nicolas Viola,Attacking Midfield,1.8,Italy,"[-1, 6, 905, 30, 28, 30, 13, 15, 96, 10, 173, 27, 45, 11, 27, 7, 335, 60, 412, 14, 87, 22]","(490, 34692)"
Florinel Coman,Left Winger,1.82,Romania,"[-1, 73, -67, 8, 177, 69, 83, 15, 0, 86, 247, 7, 624, 13, 305, 18, 43, 7]","(320, 20774)"
Mattia Felici,Left Winger,1.82,Italy,"[-1, 112, 33, 43, 48, 93, 1345, 8]","(152, 9550)"
Roberto Piccoli,Centre-Forward,1.9,Italy,"[-1, 24, 62, 9, 127, 7, 120, 9, 36, 26, 38, 68, 50, 22, 45, 71, 66, 8]","(201, 11076)"
Zito Luvumbo,Centre-Forward,1.71,Angola,"[-1, 115, 956, 6, 6, 9, 135, 18, 271, 53, 25, 26, 54, 6]","(150, 9001)"
Kingstone Mutandwa,Centre-Forward,1.8,Zambia,"[-1, 6, 62, 12, 40, 12]","(35, 1909)"
Leonardo Pavoletti,Centre-Forward,1.88,Italy,"[-1, 26, 135, 41, 3, 18, 170, 29, 29, 48, 257, 12, 356, 4, 74, 17, 245, 340, 530, 6, 20, 8, 44, 9, 205, 36, 50, 32, 12, 39, 139, 18, 8, 10, 95, 3, 50, 69, 145, 34, 206, 8]","(480, 28622)"
Wladimiro Falcone,Goalkeeper,1.95,Italy,"[-1, 8, 697, 4]","(324, 29167)"
Christian Früchtl,Goalkeeper,1.93,Germany,"[-1, 5, 192, 5, 157, 99, 147, 47, 287, 22, 130, 46, 749, 84, 885, 31]","(200, 17791)"
Jasper Samooja,Goalkeeper,1.93,Finland,[-1],"(22, 1980)"
Federico Baschirotto,Centre-Back,1.87,Italy,"[-1, 7, 1132, 2]","(344, 28331)"
Kialonda Gaspar,Centre-Back,1.93,Angola,"[-1, 93, 1040, 67]","(99, 8645)"
Gaby Jean,Centre-Back,1.91,France,"[-1, 184]","(145, 12339)"
Tiago Gabriel,Centre-Back,1.94,Portugal,[-1],"(32, 2565)"
Sebastian Esposito,Centre-Back,1.91,Australia,[-1],"(52, 4544)"
Elijah Scott,Centre-Back,,Germany,[-1],"(45, 3267)"
Antonino Gallo,Left-Back,1.83,Italy,"[-1, 50, 4, 3, 550, 3, 102, 6, 470, 24, 16, 14]","(258, 19883)"
Marco Sala,Left-Back,1.82,Italy,"[-1, 17, 39, 32, 110, 7, 10, 19, 617, 18, 15, 25, 38, 15]","(282, 20128)"
Vernon Addo,Left-Back,1.88,Netherlands,[-1],"(95, 7206)"
Frédéric Guilbert,Right-Back,1.78,France,"[-1, 17, 199, 33, 905, 7, 192, 47, 90, 71, 1411, 7]","(375, 31225)"
Danilo Veiga,Right-Back,1.83,Portugal,"[-1, 8]","(95, 6149)"
Ylber Ramadani,Defensive Midfield,1.85,Albania,"[-1, 11]","(327, 25864)"
Balthazar Pierret,Defensive Midfield,1.86,France,"[-1, 48, 298, 39, 0, 4, 87, 15]","(170, 12003)"
Thórir Jóhann Helgason,Central Midfield,1.87,Iceland,"[-1, 10, 275, 6]","(165, 9075)"
Lassana Coulibaly,Central Midfield,1.83,Mali,"[-1, 27, 55, 20, 320, 59, 669, 36, 287, 4, 387, 6, 4, 11]","(286, 19885)"
Mohamed Kaba,Central Midfield,1.85,France,"[-1, 9, 15, 18, 87, 219]","(115, 8222)"
Hamza Rafia,Central Midfield,1.81,Tunisia,"[-1, 29, 79, 18, 72, 13, 612, 8, 625, 33]","(193, 10321)"
Medon Berisha,Central Midfield,1.86,Albania,"[-1, 8, 1540, 4, 286, 70, 28, 40]","(135, 9064)"
Joan González,Central Midfield,1.9,Spain,"[-1, 321]","(98, 6314)"
Filip Marchwinski,Attacking Midfield,1.87,Poland,"[-1, 27, 17, 8, 20, 6, 15, 226]","(216, 10410)"
Lameck Banda,Left Winger,1.69,Zambia,"[-1, 22, 673, 18, 262, 29, 116, 11, 55, 76, 72, 11, 11, 17, 31, 100]","(155, 8860)"
Jesper Karlsson,Left Winger,1.79,Sweden,"[-1, 6, 1875, 93, 186, 38, 91, 16, 77, 66, 51, 21, 125, 5]","(322, 22338)"
Tete Morente,Left Winger,1.84,Spain,"[-1, 7]","(287, 19134)"
Ante Rebić,Left Winger,1.85,Croatia,"[-1, 32, 105, 89, 112, 25, 79, 57, 359, 15, 192, 15, 39, 29, 164, 1, 245, 8, 4, 8, 77, 32, 2, 5, 98, 38, 90, 5, 69, 13, 28, 2, 108, 8, 17, 5, 129, 6, 263, 34, 47, 6, 15, 15, 24, 3, 14, 2, 5, 7, 5, 14, 52, 11, 138, 21, 12, 51, 26, 7, 61, 4, 7, 5, 128, 25, 99, 18, 123, 38, 93, 8, 70, 5, 98, 131, 274, 5]","(364, 19596)"
Nicola Sansone,Left Winger,1.74,Italy,"[-1, 36, 220, 12, 1232, 4, 105, 8, 11, 13, 9, 12, 273, 99, 330, 4, 362, 25, 247, 23, 21, 36, 98, 14, 491, 19, 109, 44, 58, 20, 227, 20, 117, 17, 114, 16, 63, 4, 27, 30]","(484, 28854)"
Santiago Pierotti,Right Winger,1.89,Argentina,"[-1, 6, 517, 8]","(166, 7545)"
Konan N’Dri,Right Winger,1.74,Cote d'Ivoire,"[-1, 130]","(179, 9407)"
Jeppe Corfitzen,Right Winger,1.79,Denmark,"[-1, 29, 36, 9, 31, 386]","(78, 4769)"
Nikola Krstović,Centre-Forward,1.85,Montenegro,"[-1, 4, 669, 15]","(271, 18792)"
Rareș Burnete,Centre-Forward,1.85,Romania,"[-1, 20, 1004, 43]","(112, 7751)"
Joel Voelkerling Persson,Centre-Forward,1.94,Sweden,"[-1, 57, 494, 37, 144, 4, 4, 8, 189, 24, 23, 5]","(90, 4249)"
Filip Stanković,Goalkeeper,1.87,Serbia,"[-1, 36, 35, 15, 454, 8, 710, 81]","(180, 16025)"
Andrei Radu,Goalkeeper,1.88,Romania,"[-1, 232, 687, 4, 578, 20, 716, 99, 135, 36]","(186, 16803)"
Jesse Joronen,Goalkeeper,1.97,Finland,"[-1, 215, 164, 77, 1175, 8, 185, 7, 37, 11, 58, 5, 144, 6, 7, 7, 777, 6, 72, 9, 296, 55, 365, 17]","(319, 28663)"
Matteo Grandi,Goalkeeper,1.9,Italy,"[-1, 3, 8, 17, 259, 3, 354, 18]","(338, 30111)"
Jay Idzes,Centre-Back,1.9,Indonesia,"[-1, 36, 423, 22, 451, 15, 89, 10, 436, 97]","(225, 17723)"
Joël Schingtienne,Centre-Back,1.88,Belgium,"[-1, 18, 69, 14]","(81, 6603)"
Michael Svoboda,Centre-Back,1.95,Austria,"[-1, 17, 58, 13, 514, 168, 365, 183]","(216, 16353)"
Fali Candé,Centre-Back,1.84,Guinea-Bissau,[-1],"(184, 14614)"
Alessandro Marcandalli,Centre-Back,1.9,Italy,"[-1, 29]","(121, 8814)"
Marin Šverko,Centre-Back,1.87,Croatia,"[-1, 46, 0, 16, 62, 53, 50, 48, 0, 10, 332, 70, 1, 83, 423, 95, 12, 26, 179, 22, 14, 18, 50, 10, 141, 5, 315, 25, 41, 8, 81, 58, 564, 5, 30, 12, 83, 25, 15, 35]","(216, 15071)"
Ridgeciano Haps,Left-Back,1.75,Suriname,"[-1, 15, 613, 11, 53, 53, 32, 11, 256, 8, 46, 4, 341, 45, 40, 8, 127, 184, 102, 35, 188, 83, -2, 5, 283, 42, 259, 27, 61, 10, 25, 18, 414, 173, 130, 28, 17, 14, 267, 5, 65, 4, 9, 6]","(363, 25573)"
Franco Carboni,Left-Back,1.9,Argentina,"[-1, 6]","(101, 6320)"
Richie Sagrado,Right-Back,1.82,Belgium,"[-1, 41, 182, 28, 185, 32, 6, 58, 30, 35]","(60, 4470)"
Francesco Zampano,Right-Back,1.77,Italy,"[-1, 15, 720, 18, 347, 6, 183, 8, 1586, 6, 85, 4]","(447, 35506)"
Cheick Condé,Defensive Midfield,1.85,Guinea,"[-1, 19]","(191, 14348)"
Hans Nicolussi Caviglia,Central Midfield,1.84,Italy,"[-1, 33, 1017, 7, 40, 174, 72, 74, 23, 163]","(213, 15137)"
Gianluca Busio,Central Midfield,1.72,United States,"[-1, 20, 69, 36, 1194, 4, 86, 14, 32, 7, 162, 26, 43, 4, 122, 32, 482, 45, 257, 6]","(218, 14197)"
Kike Pérez,Central Midfield,1.84,Spain,"[-1, 32, 225, 14, 92, 93, 80, 9]","(254, 15951)"
Mikael Egill Ellertsson,Central Midfield,1.82,Iceland,"[-1, 90, 1119, 8]","(207, 12075)"
Alfred Duncan,Central Midfield,1.78,Ghana,"[-1, 15, 1014, 10, 334, 31, 10, 64, 126, 23, 143, 47, 289, 38, 52, 9, 374, 37, 305, 10, 40, 15, 536, 10, 14, 23, 194, 5, 255, 6, 271, 23, 55, 81, 41, 8, 23, 24]","(413, 26175)"
Issa Doumbia,Central Midfield,1.87,Italy,"[-1, 11]","(107, 6476)"
Domen Crnigoj,Central Midfield,1.88,Slovenia,"[-1, 55, 126, 81, 303, 23, 50, 21, 144, 17, 8, 14, 28, 10, 6, 64, 714, 8, 57, 13, 406, 68, 103, 21, 77, 17, 43, 36, 5, 62, 229, 65]","(363, 22100)"
Bjarki Bjarkason,Left Midfield,1.8,Iceland,"[-1, 106, 187, 6]","(153, 6776)"
Gaetano Oristanio,Attacking Midfield,1.74,Italy,"[-1, 24, 495, 38, 555, 9, 390, 13, 41, 50, 50, 4, 110, 10, 277, 7]","(185, 10786)"
John Yeboah,Attacking Midfield,1.7,Ecuador,"[-1, 11, 1620, 3, 506, 26, 79, 15, 305, 3, 175, 3]","(274, 16937)"
Saad El Haddad,Attacking Midfield,1.75,Morocco,"[-1, 3]","(80, 5405)"
Alessio Zerbin,Left Winger,1.82,Italy,"[-1, 6, 286, 50, 126, 7, 87, 24, 481, 28]","(247, 15279)"
Daniel Fila,Centre-Forward,1.9,Czech Republic,"[-1, 79, 565, 72]","(164, 8819)"
Christian Gytkjær,Centre-Forward,1.85,Denmark,"[-1, 25, 668, 52]","(519, 33502)"
Mirko Marić,Centre-Forward,1.88,Croatia,"[-1, 18]","(395, 24066)"
Gianluigi Donnarumma,Goalkeeper,1.96,Italy,"[-1, 2, 653, 3, 460, 14, 40, 36, 97, 2, 98, 7, 35, 17, 231, 5, 257, 34, 147, 5, 1070, 16]","(414, 36989)"
Matvey Safonov,Goalkeeper,1.92,Russia,"[-1, 13, 760, 15, 8, 100, 606, 44, 335, 5, 275, 4]","(254, 22727)"
Arnau Tenas,Goalkeeper,1.85,Spain,"[-1, 34, 162, 6]","(80, 7188)"
Willian Pacho,Centre-Back,1.87,Ecuador,"[-1, 124, 1, 3]","(192, 16231)"
Marquinhos,Centre-Back,1.83,Brazil,"[-1, 8, 25, 8, 0, 36, 21, 4, 14, 8, 98, 15, 389, 25, 133, 19, 136, 8, 67, 25, 60, 11, 644, 8, 18, 4, 88, 8, 396, 14, 270, 8, 3, 22, 202, 15, 28, 5, 38, 7, 9, 8, 37, 14, 62, 18, 78, 36, 453, 3, 93, 8, 248, 5, 22, 11, 77, 47, 276, 22]","(528, 43828)"
Lucas Beraldo,Centre-Back,1.86,Brazil,"[-1, 21]","(122, 9881)"
Presnel Kimpembe,Centre-Back,1.83,France,"[-1, 19, 1295, 43, -39, 82, 0, 11, 105, 40, 28, 8, 262, 5, 42, 25, 7, 5, 283, 12, 288, 3, 11, 43, 8, 7, 7, 88, 17, 639]","(285, 23626)"
Naoufel El Hannach,Centre-Back,1.83,Morocco,[-1],"(42, 3221)"
Axel Tape,Centre-Back,,France,[-1],"(22, 1790)"
Nuno Mendes,Left-Back,1.8,Portugal,"[-1, 11, 4, 11, 32, 15, 7, 8, 129, 5, 42, 18, 410, 21, 29, 5, 4, 49, 105, 288]","(192, 14010)"
Lucas Hernández,Left-Back,1.84,France,"[-1, 12, 283, 8, 252, 15, 130, 11, 196, 5, 52, 15, 18, 36, 28, 179, 53, 11, 14, 89, 0, 15, 28, 4, 273, 5, 122, 5, 77, 64, 126, 15, 80, 5, 3, 8, 49, 5, 93, 48, 23, 220, 279, 7, 21, 215]","(318, 23130)"
Achraf Hakimi,Right-Back,1.81,Morocco,"[-1, 67, 504, 3, 51, 4, 212, 15, 209, 13, 344, 20]","(346, 27541)"
Yoram Zague,Right-Back,1.68,France,"[-1, 101, 369, 8]","(69, 5504)"
João Neves,Defensive Midfield,1.74,Portugal,[-1],"(164, 10753)"
Vitinha,Central Midfield,1.72,Portugal,"[-1, 25, 803, 10]","(253, 16478)"
Warren Zaïre-Emery,Central Midfield,1.78,France,"[-1, 18, 420, 27]","(155, 10141)"
Fabián Ruiz,Central Midfield,1.89,Spain,"[-1, 35, 246, 15, 145, 25, 2, 13, 199, 14, 258, 8, 197, 10, 311, 7, 346, 20, 1, 3, 269, 3, 18, 4, 5, 39, -13, 4, 311, 10]","(391, 27205)"
Senny Mayulu,Central Midfield,1.83,France,"[-1, 25]","(70, 3807)"
Khvicha Kvaratskhelia,Left Winger,1.83,Georgia,"[-1, 8, 63, 11, 329, 6, 53, 22, 138, 51, 69, 16, 431, 18, 57, 9, 113, 3, 74, 6, 11, 4, 218, 11, 12, 2, 15, 7, 214, 11, 15, 11]","(248, 17351)"
Bradley Barcola,Left Winger,1.82,France,"[-1, 7, 310, 16]","(186, 11223)"
Ousmane Dembélé,Right Winger,1.78,France,"[-1, 1, 21, 11, 241, 107, 14, 27, 345, 19, 34, 27, 26, 43, 64, 35, 5, 4, 59, 67, 2, 192, 115, 23, 114, 3, 58, 135, 3, 19, 37, 8, 389, 90, 234, 22, 372, 6]","(354, 22595)"
Désiré Doué,Right Winger,1.81,France,"[-1, 5, 16, 51, 104, 29]","(151, 8258)"
Kang-in Lee,Right Winger,1.74,"Korea, South","[-1, 35, 336, 11, 389, 8, 588, 23, 554, 18]","(245, 13457)"
Ibrahim Mbaye,Right Winger,,France,"[-1, 29]","(46, 2914)"
Gonçalo Ramos,Centre-Forward,1.85,Portugal,"[-1, 13, 42, 6, 620, 8, 78, 12, 556, 92]","(241, 13619)"
Radoslaw Majecki,Goalkeeper,1.93,Poland,"[-1, 52, 998, 26, 333, 14, 23, 34, 490, 62, 71, 22]","(233, 20950)"
Philipp Köhn,Goalkeeper,1.9,Switzerland,"[-1, 31, 555, 185, 27, 17, 85, 15, -10, 11, 424, 13, 48, 42]","(234, 21025)"
Yann Lienard,Goalkeeper,1.94,France,[-1],"(17, 1530)"
Wilfried Singo,Centre-Back,1.9,Cote d'Ivoire,"[-1, 77, 131, 23, 0, 28, 392, 34, 80, 10, 85, 35, 747, 26]","(200, 14865)"
Thilo Kehrer,Centre-Back,1.86,Germany,"[-1, 29, 641, 39, 935, 4, 91, 5, 7, 18, 389, 22, 91, 119, 229, 7, 46, 42, 15, 21, 40, 12, 60, 11, 703, 2]","(414, 30667)"
Mohammed Salisu,Centre-Back,1.88,Ghana,"[-1, 154, -152, 21, 46, 15, 96, 38, 386, 9, 345, 17, 18, 103, 32, 122, 91, 26, 205, 22]","(190, 15765)"
Christian Mawissa,Centre-Back,1.84,France,"[-1, 33]","(75, 5328)"
Caio Henrique,Left-Back,1.78,Brazil,"[-1, 8, -1, 41, 656, 8, 411, 213]","(280, 21434)"
Kassoum Ouattara,Left-Back,1.76,France,"[-1, 16, 654, 29]","(91, 5952)"
Vanderson,Right-Back,1.73,Brazil,"[-1, 16, 331, 8, 313, 38, 208, 36, 95, 27]","(184, 13435)"
Jordan Teze,Right-Back,1.83,Netherlands,"[-1, 17, 379, 24, 640, 3, 92, 7, 416, 83]","(305, 22762)"
Denis Zakaria,Defensive Midfield,1.9,Switzerland,"[-1, 15, 88, 29, 101, 36, 70, 29, 343, 21, 213, 5, 487, 247, 90, 10, 160, 15, 1, 6, 136, 13, 4, 3, 41, 34, 45, 7, 237, 32, 444, 50, 109, 11, 10, 15, 28, 24, 11, 6]","(365, 27338)"
Soungoutou Magassa,Defensive Midfield,1.9,France,"[-1, 9, 469, 48]","(78, 4765)"
Moatasem Al-Musrati,Defensive Midfield,1.89,Libya,"[-1, 50, 259, 10, 194, 3, 299, 16, 513, 20, 93, 16, 62, 72, 52, 15, 185, 12, 91, 3, 115, 27]","(267, 19851)"
Lamine Camara,Central Midfield,1.73,Senegal,"[-1, 6, 121, 3, 33, 6, 196, 7, 13, 17, 29, 10]","(78, 5520)"
Edan Diop,Central Midfield,1.85,France,"[-1, 53, 334, 133]","(27, 1026)"
Aleksandr Golovin,Attacking Midfield,1.78,Russia,"[-1, 14, 752, 16, 296, 44, -7, 7, 46, 18, 81, 5, 563, 96, 1, 27, 45, 3, 70, 11, 99, 4, 20, 11, 18, 21, 59, 35, 10, 8, 14, 8, 380, 14, 22, 3, 168, 9, 183, 90, 17, 31, 69, 8, 54, 4, 0, 6, 27, 41, 30, 37]","(391, 27095)"
Eliesse Ben Seghir,Left Winger,1.78,Morocco,"[-1, 15, 156, 54, -53, 54, 18, 84]","(91, 4746)"
Takumi Minamino,Left Winger,1.72,Japan,"[-1, 38, 510, 8, 909, 44, 802, 19, 613, 10, 326, 4, 415, 8, 462, 6]","(448, 26966)"
Lucas Michal,Left Winger,,France,[-1],"(54, 3537)"
Maghnes Akliouche,Right Winger,1.83,France,"[-1, 3, 185, 5, 115, 5, 500, 8]","(116, 7000)"
Krépin Diatta,Right Winger,1.75,Senegal,"[-1, 39, -38, 39, 500, 16, 446, 18, 1, 11, 130, 8, 10, 24, 18, 225, 586, 36, 253, 54]","(243, 14626)"
Mika Biereth,Centre-Forward,1.87,Denmark,"[-1, 29, 43, 42, 57, 34, 172, 71]","(161, 11323)"
Folarin Balogun,Centre-Forward,1.78,United States,"[-1, 11, 376, 16, 244, 49, 9, 113, 47, 20]","(221, 14791)"
George Ilenikhena,Centre-Forward,1.85,Nigeria,"[-1, 33]","(115, 4401)"
Breel Embolo,Centre-Forward,1.87,Switzerland,"[-1, 1, 18, 11, 84, 8, 28, 5, 56, 15, 140, 165, -164, 165, -28, 166, 252, 18, 150, 9, 28, 110, 91, 46, 105, 24, 186, 17, 91, 22, 111, 3, 164, 66, 61, 26, 477, 47, 32, 12, 48, 232, 51, 27]","(377, 22757)"
Lucas Chevalier,Goalkeeper,1.89,France,"[-1, 60, 110, 9, 740, 3]","(209, 18900)"
Vito Mannone,Goalkeeper,1.88,Italy,"[-1, 8, 1322, 88, 2352, 35]","(298, 26602)"
Marc-Aurèle Caillard,Goalkeeper,1.92,France,"[-1, 199]","(122, 10374)"
Bafodé Diakité,Centre-Back,1.84,France,"[-1, 11, 22, 69, 289, 19, 254, 52, 537, 24, 228, 29, 18, 62]","(206, 16948)"
Alexsandro,Centre-Back,1.91,Brazil,[-1],"(152, 12523)"
Samuel Umtiti,Centre-Back,1.82,France,"[-1, 18, 900, 25, 28, 22, 368, 48, 107, 15, 130, 44, 17, 84, 200, 43, 4, 14, 187, 24, 32, 69, -26, 27, 1, 90, 25, 4, 358, 4, 3, 4, 10, 105, 187, 6, 98, 9, 216, 10, 120, 12, 1, 364, 1, 75]","(341, 28473)"
Aïssa Mandi,Centre-Back,1.86,Algeria,"[-1, 44, 302, 5, 14, 24, 166, 11, 1325, 16, 1077, 27]","(453, 37924)"
Gabriel Gudmundsson,Left-Back,1.8,Sweden,"[-1, 20, 31, 87, 172, 55, 125, 23, 37, 24, 529, 82]","(313, 18320)"
Mitchel Bakker,Left-Back,1.89,Netherlands,"[-1, 6, 51, 9, 22, 47, 867, 4, 111, 21, 36, 11]","(273, 17998)"
Ismaily,Left-Back,1.77,Brazil,"[-1, 21, 323, 5, 789, 23, 188, 26, 204, 8, 295, 11, 139, 3, 11, 7, 116, 3, 102, 232, 44, 26, 7, 65, 105, 14, 39, 15, 330, 15, 58, 15, 10, 65, 42, 11, 144, 6, 301, 70, 84, 12]","(428, 35183)"
Tiago Santos,Right-Back,1.75,Portugal,"[-1, 226]","(123, 8652)"
Thomas Meunier,Right-Back,1.91,Belgium,"[-1, 57, 574, 50, 7, 8, 10, 82, 395, 5, 129, 5, 35, 18, 49, 43, 455, 5, 133, 15, 21, 25, 4, 29, 164, 29, 53, 8, 24, 5, 287, 18, 42, 19, 168, 18, 14, 8, 42, 5, 87, 12, 10, 12, 3, 78, 154, 1, 7, 29, 56, 29, 48, 9, 10, 44, 63, 89, 225, 25, 122, 11, 25, 5, 94, 15]","(482, 35505)"
Ngal'ayel Mukau,Defensive Midfield,1.86,DR Congo,"[-1, 7, 179, 43]","(95, 5997)"
Nabil Bentaleb,Defensive Midfield,1.87,Algeria,"[-1, 40, 290, 89, 101, 61, 206, 1, 67, 4, 112, 1, 105, 8, 4, 11, 25, 56, 381, 9, 28, 2, 20, 5, 168, 80, 471, 11, 1, 107, 796, 36, 253, 240]","(312, 22891)"
Benjamin André,Defensive Midfield,1.8,France,"[-1, 7]","(638, 51181)"
Ayyoub Bouaddi,Central Midfield,1.86,France,[-1],"(70, 3629)"
André Gomes,Central Midfield,1.9,Portugal,"[-1, 92, 98, 18, 266, 12, 346, 8, 63, 30, 57, 4, 180, 84, 59, 5, 86, 12, 135, 6, 17, 33, 31, 110, 103, 18, 99, 20, 340, 76, 616, 113, 333, 26, 166, 20]","(381, 23719)"
Ethan Mbappé,Central Midfield,1.8,France,"[-1, 10, 29, 26, 5, 92, 4, 18]","(79, 4971)"
Angel Gomes,Attacking Midfield,1.66,England,"[-1, 11, 725, 16, 1245, 22, 122, 12, 88, 37]","(242, 17099)"
Hákon Arnar Haraldsson,Attacking Midfield,1.78,Iceland,"[-1, 74]","(171, 11064)"
Rémy Cabella,Attacking Midfield,1.72,France,"[-1, 213, 1033, 42, 1010, 14, 274, 14, 37, 13, 313, 39, 164, 72, 393, 214, 212, 18, 1448, 15]","(493, 33511)"
Osame Sahraoui,Left Winger,1.7,Morocco,"[-1, 5, 5, 12, 146, 12, 304, 20, 4, 13]","(199, 13504)"
Edon Zhegrova,Right Winger,1.8,Kosovo,"[-1, 6, 128, 7, 7, 4, 138, 11, 104, 82, 251, 5, 87, 48, 34, 8, 39, 18, 559, 28, 473, 9, 4, 6, -4, 7, 2, 166]","(210, 11748)"
Jonathan David,Centre-Forward,1.78,Canada,"[-1, 10, 658, 5]","(315, 23225)"
Matías Fernández-Pardo,Centre-Forward,1.88,Spain,"[-1, 7, 466, 46]","(97, 6000)"
Chuba Akpom,Centre-Forward,1.83,England,"[-1, 102, 1387, 5, 482, 6, 691, 14, 59, 6]","(451, 26139)"
Gerónimo Rulli,Goalkeeper,1.89,Argentina,"[-1, 71, 1204, 56, 1943, 104]","(398, 35664)"
Jeffrey de Lange,Goalkeeper,1.9,Netherlands,[-1],"(170, 15171)"
Rubén Blanco,Goalkeeper,1.88,Spain,"[-1, 87, 72, 4, 193, 47, 117, 20, 21, 93, 143, 6, 141, 20, 41, 32, 33, 32, 457, 22, 210, 115, 129, 123, 1123, 123]","(188, 16489)"
Jelle Van Neck,Goalkeeper,1.91,Belgium,[-1],"(42, 3745)"
Leonardo Balerdi,Centre-Back,1.87,Argentina,"[-1, 18, 1137, 120, 603, 6, 159, 19, 198, 28]","(189, 14319)"
Luiz Felipe,Centre-Back,1.87,Italy,"[-1, 8, 375, 39, 117, 19, 9, 10, 84, 28, 87, 7, 137, 4, 130, 24, 68, 38, 8, 5, 9, 15, 3, 5, 47, 112, 111, 4, 209, 15, 612, 79, 45, 19, 0, 25, 95, 69]","(227, 17014)"
Derek Cornelius,Centre-Back,1.87,Canada,"[-1, 21, 1293, 33]","(204, 16571)"
Chancel Mbemba,Centre-Back,1.82,DR Congo,"[-1, 19, 436, 47, 857, 62, 1, 11, 814, 6, 40, 5, 19, 4, 218, 6, 915, 14]","(371, 31224)"
Quentin Merlin,Left-Back,1.74,France,"[-1, 66, 240, 24, 128, 21, 132, 48]","(140, 9925)"
Ulisses Garcia,Left-Back,1.82,Switzerland,"[-1, 11, 49, 26, 52, 12, 282, 21, 1298, 12, 3, 15, 75, 9, 92, 7, 43, 8, 254, 68, 181, 15, 336, 41]","(332, 22196)"
Amar Dedic,Right-Back,1.8,Bosnia-Herzegovina,"[-1, 16, 34, 15, 9, 72, 118, 19, 20, 4]","(220, 17469)"
Amir Murillo,Right-Back,1.84,Panama,"[-1, 14, 639, 5, 2, 54, 23, 72, 129, 81, 19, 4, 227, 6, 10, 6, 14, 3, 42, 23]","(302, 24505)"
Pol Lirola,Right-Back,1.83,Spain,"[-1, 8, 482, 47, 396, 83, 484, 5, 1421, 15, 51, 14, 19, 8, 16, 13, 85, 8, 196, 29]","(322, 22384)"
Pierre-Emile Højbjerg,Defensive Midfield,1.85,Denmark,"[-1, 50, 511, 4, 14, 6, 16, 7, 20, 3, 6, 1, 564, 6, 707, 9, 89, 9, 504, 13, 488, 15, 335, 6, 204, 19, 578, 6, 61, 25]","(472, 34626)"
Ismaël Bennacer,Defensive Midfield,1.75,Algeria,"[-1, 3, 5, 7, 2, 46, 10, 3, 10, 27, 33, 8, 35, 39, 24, 8, 116, 4, 126, 5, 6, 7, 179, 1, 101, 31, 70, 205, 50, 14, 48, 10, 154, 117, 83, 10]","(323, 22111)"
